Seq1	Psyr_2621	98.32	477	0	2	1	469	421	897	0.0	 878
Seq1	Psyr_3222	100.00	17	0	0	342	358	313	297	0.12	34.2
Seq1	Psyr_2559	100.00	17	0	0	70	86	994	1010	0.12	34.2
Seq1	Psyr_1793	100.00	17	0	0	67	83	3210	3194	0.12	34.2
Seq1	Psyr_0880	100.00	17	0	0	77	93	299	283	0.12	34.2
Seq1	Psyr_0597	100.00	17	0	0	36	52	691	675	0.12	34.2
Seq1	Psyr_0416	100.00	17	0	0	90	106	798	814	0.12	34.2
Seq1	Psyr_3842	100.00	16	0	0	223	238	330	315	0.48	32.2
Seq1	Psyr_1318	100.00	16	0	0	103	118	27	12	0.48	32.2
Seq1	Psyr_1182	100.00	16	0	0	339	354	897	912	0.48	32.2
Seq1	Psyr_0033	100.00	16	0	0	105	120	490	475	0.48	32.2
Seq1	Psyr_5060	100.00	15	0	0	256	270	1660	1674	1.9	30.2
Seq1	Psyr_5044	100.00	15	0	0	239	253	332	318	1.9	30.2
Seq1	Psyr_4431	100.00	15	0	0	429	443	321	335	1.9	30.2
Seq1	Psyr_4385	100.00	15	0	0	451	465	2874	2888	1.9	30.2
Seq1	Psyr_4365	100.00	15	0	0	221	235	464	450	1.9	30.2
Seq1	Psyr_4343	100.00	15	0	0	38	52	506	520	1.9	30.2
Seq1	Psyr_4257	100.00	15	0	0	46	60	145	159	1.9	30.2
Seq1	Psyr_4018	100.00	15	0	0	62	76	460	446	1.9	30.2
Seq1	Psyr_3919	100.00	15	0	0	169	183	242	256	1.9	30.2
Seq1	Psyr_3860	100.00	15	0	0	427	441	435	421	1.9	30.2
Seq1	Psyr_3075	100.00	15	0	0	256	270	346	360	1.9	30.2
Seq1	Psyr_2966	100.00	15	0	0	8	22	1181	1195	1.9	30.2
Seq1	Psyr_2964	100.00	15	0	0	309	323	374	360	1.9	30.2
Seq1	Psyr_2703	100.00	15	0	0	285	299	932	946	1.9	30.2
Seq1	Psyr_2576	94.74	19	1	0	232	250	2931	2913	1.9	30.2
Seq1	Psyr_2472	94.74	19	1	0	232	250	315	297	1.9	30.2
Seq1	Psyr_2231	100.00	15	0	0	106	120	201	187	1.9	30.2
Seq1	Psyr_2175	100.00	15	0	0	395	409	550	564	1.9	30.2
Seq1	Psyr_5092	100.00	14	0	0	40	53	1825	1838	7.5	28.2
Seq1	Psyr_5081	100.00	14	0	0	337	350	810	797	7.5	28.2
Seq1	Psyr_5040	100.00	14	0	0	105	118	693	706	7.5	28.2
Seq1	Psyr_5040	100.00	14	0	0	99	112	2245	2232	7.5	28.2
Seq1	Psyr_4986	100.00	14	0	0	108	121	2470	2457	7.5	28.2
Seq1	Psyr_4962	94.44	18	1	0	452	469	2498	2481	7.5	28.2
Seq1	Psyr_4823	100.00	14	0	0	1	14	769	782	7.5	28.2
Seq1	Psyr_4669	100.00	14	0	0	236	249	1955	1968	7.5	28.2
Seq1	Psyr_4598	100.00	14	0	0	64	77	121	134	7.5	28.2
Seq1	Psyr_4591	100.00	14	0	0	238	251	414	401	7.5	28.2
Seq1	Psyr_4298	94.44	18	1	0	406	423	884	901	7.5	28.2
Seq1	Psyr_4287	100.00	14	0	0	390	403	887	900	7.5	28.2
Seq1	Psyr_4180	100.00	14	0	0	389	402	2121	2108	7.5	28.2
Seq1	Psyr_3892	100.00	14	0	0	249	262	411	424	7.5	28.2
Seq1	Psyr_3827	100.00	14	0	0	71	84	1319	1306	7.5	28.2
Seq1	Psyr_3781	100.00	14	0	0	71	84	512	499	7.5	28.2
Seq1	Psyr_3544	100.00	14	0	0	37	50	223	236	7.5	28.2
Seq1	Psyr_3478	100.00	14	0	0	412	425	538	525	7.5	28.2
Seq1	Psyr_3449	100.00	14	0	0	205	218	1344	1331	7.5	28.2
Seq1	Psyr_3314	100.00	14	0	0	346	359	342	329	7.5	28.2
Seq1	Psyr_3269	100.00	14	0	0	150	163	651	638	7.5	28.2
Seq1	Psyr_3184	100.00	14	0	0	191	204	36	49	7.5	28.2
Seq1	Psyr_3150	100.00	14	0	0	437	450	1114	1127	7.5	28.2
Seq1	Psyr_2952	100.00	14	0	0	409	422	217	204	7.5	28.2
Seq1	Psyr_2914	100.00	14	0	0	408	421	3209	3222	7.5	28.2
Seq1	Psyr_2793	100.00	14	0	0	168	181	391	404	7.5	28.2
Seq1	Psyr_2742	100.00	14	0	0	69	82	1003	990	7.5	28.2
Seq1	Psyr_2730	100.00	14	0	0	74	87	803	816	7.5	28.2
Seq1	Psyr_2684	100.00	14	0	0	288	301	936	949	7.5	28.2
Seq1	Psyr_2618	100.00	14	0	0	67	80	1689	1676	7.5	28.2
Seq1	Psyr_2616	100.00	14	0	0	144	157	22566	22579	7.5	28.2
Seq1	Psyr_2614	94.44	18	1	0	229	246	10842	10859	7.5	28.2
Seq1	Psyr_2608	100.00	14	0	0	144	157	9564	9577	7.5	28.2
Seq1	Psyr_2608	100.00	14	0	0	99	112	9763	9750	7.5	28.2
Seq1	Psyr_2608	100.00	14	0	0	144	157	12825	12838	7.5	28.2
Seq1	Psyr_2579	100.00	14	0	0	238	251	510	497	7.5	28.2
Seq1	Psyr_2523	100.00	14	0	0	202	215	2010	2023	7.5	28.2
Seq1	Psyr_2431	100.00	14	0	0	435	448	123	136	7.5	28.2
Seq1	Psyr_2406	100.00	14	0	0	212	225	281	294	7.5	28.2
Seq1	Psyr_2302	100.00	14	0	0	101	114	1115	1128	7.5	28.2
Seq1	Psyr_2252	100.00	14	0	0	231	244	42	55	7.5	28.2
Seq1	Psyr_2193	100.00	14	0	0	384	397	332	345	7.5	28.2
Seq1	Psyr_2101	100.00	14	0	0	346	359	663	650	7.5	28.2
Seq1	Psyr_2066	100.00	14	0	0	346	359	885	872	7.5	28.2
Seq1	Psyr_2066	100.00	14	0	0	343	356	2445	2432	7.5	28.2
Seq1	Psyr_2029	100.00	14	0	0	72	85	466	453	7.5	28.2
Seq1	Psyr_1937	100.00	14	0	0	253	266	169	182	7.5	28.2
Seq1	Psyr_1794	100.00	14	0	0	105	118	3876	3889	7.5	28.2
Seq1	Psyr_1681	100.00	14	0	0	257	270	626	639	7.5	28.2
Seq1	Psyr_1668	100.00	14	0	0	450	463	899	912	7.5	28.2
Seq1	Psyr_1590	100.00	14	0	0	205	218	873	860	7.5	28.2
Seq1	Psyr_1488	94.44	18	1	0	337	354	318	301	7.5	28.2
Seq1	Psyr_1477	100.00	14	0	0	334	347	570	583	7.5	28.2
Seq1	Psyr_1305	100.00	14	0	0	388	401	1231	1218	7.5	28.2
Seq1	Psyr_1191	95.45	22	0	1	324	345	117	97	7.5	28.2
Seq1	Psyr_1164	100.00	14	0	0	8	21	437	450	7.5	28.2
Seq1	Psyr_1149	100.00	14	0	0	100	113	336	323	7.5	28.2
Seq1	Psyr_1117	100.00	14	0	0	255	268	492	505	7.5	28.2
Seq1	Psyr_1098	94.44	18	1	0	238	255	558	541	7.5	28.2
Seq1	Psyr_1058	100.00	14	0	0	334	347	534	547	7.5	28.2
Seq1	Psyr_1036	100.00	14	0	0	425	438	83	70	7.5	28.2
Seq1	Psyr_0936	100.00	14	0	0	240	253	669	682	7.5	28.2
Seq1	Psyr_0922	90.91	22	2	0	235	256	441	420	7.5	28.2
Seq1	Psyr_0876	94.44	18	1	0	418	435	1893	1910	7.5	28.2
Seq1	Psyr_0758	100.00	14	0	0	388	401	550	537	7.5	28.2
Seq1	Psyr_0725	100.00	14	0	0	31	44	678	665	7.5	28.2
Seq1	Psyr_0600	94.44	18	1	0	411	428	179	196	7.5	28.2
Seq1	Psyr_0499	94.44	18	1	0	35	52	914	931	7.5	28.2
Seq1	Psyr_0458	100.00	14	0	0	312	325	1745	1732	7.5	28.2
Seq1	Psyr_0413	94.44	18	1	0	229	246	1137	1120	7.5	28.2
Seq1	Psyr_0270	100.00	14	0	0	232	245	1641	1628	7.5	28.2
Seq1	Psyr_0154	100.00	14	0	0	358	371	624	637	7.5	28.2
Seq1	Psyr_0139	100.00	14	0	0	71	84	1403	1390	7.5	28.2
Seq1	Psyr_0002	100.00	14	0	0	255	268	294	307	7.5	28.2
